x=  36.0 y=  11.5 sz= 9.0 black     | 384-201-00004
x= 453.5 y= 371.3 sz= 5.6 black     | Description: EXC010
x=  46.5 y= 372.0 sz= 7.5 black     | [EXC010]
x= 453.5 y= 377.8 sz= 5.6 black     | Mandatory?: Yes
x=  46.5 y= 380.7 sz= 7.5 black     | [SAS Field Name: EXC010]
x= 253.0 y= 383.4 sz= 6.4 #808080   | Code List: IE - Not Met
x= 453.5 y= 384.4 sz= 5.6 black     | Disallow Future Date: Yes
x=  46.5 y= 403.0 sz= 7.5 black     | 11. Participant who does not tolerate venipuncture or has
x= 249.2 y= 406.1 sz= 7.5 black     | O N/A
x= 453.5 y= 406.6 sz= 5.6 black   B | EXC011
x=  46.5 y= 411.7 sz= 7.5 black     | poor venous access that would cause difficulty for
x= 453.5 y= 413.2 sz= 5.6 black     | Format: $6
x= 249.2 y= 414.8 sz= 7.5 black     | O Yes
x= 453.5 y= 419.7 sz= 5.6 black     | Data Type: string
x=  46.5 y= 420.4 sz= 7.5 black     | collecting blood samples.
x= 249.2 y= 423.5 sz= 7.5 black     | O No
x= 453.5 y= 426.2 sz= 5.6 black     | Origin: CRF
x= 249.2 y= 432.2 sz= 7.5 black     | O Unspecified
x= 453.5 y= 432.8 sz= 5.6 black     | Description: EXC011
x=  46.5 y= 437.8 sz= 7.5 black     | [EXC011]
x= 453.5 y= 439.3 sz= 5.6 black     | Mandatory?: Yes
x= 253.0 y= 444.9 sz= 6.4 #808080   | Code List: IE - Not Met
x= 453.5 y= 445.8 sz= 5.6 black     | Disallow Future Date: Yes
x=  46.5 y= 446.5 sz= 7.5 black     | [SAS Field Name: EXC011]
x= 249.2 y= 467.6 sz= 7.5 black     | O N/A
x= 453.5 y= 468.1 sz= 5.6 black   B | EXC012
x=  46.5 y= 468.8 sz= 7.5 black     | 12. The donation of blood or plasma within 30 days prior to
x= 453.5 y= 474.7 sz= 5.6 black     | Format: $6
x= 249.2 y= 476.3 sz= 7.5 black     | O Yes
x=  46.5 y= 477.5 sz= 7.5 black     | the first dose of IMP.
x= 453.5 y= 481.2 sz= 5.6 black     | Data Type: string
x= 249.2 y= 485.0 sz= 7.5 black     | O No
x= 453.5 y= 487.7 sz= 5.6 black     | Origin: CRF
x= 249.2 y= 493.7 sz= 7.5 black     | O Unspecified
x= 453.5 y= 494.2 sz= 5.6 black     | Description: EXC012
x=  46.5 y= 494.9 sz= 7.5 black     | [EXC012]
x= 453.5 y= 500.8 sz= 5.6 black     | Mandatory?: Yes
x=  46.5 y= 503.6 sz= 7.5 black     | [SAS Field Name: EXC012]
x= 253.0 y= 506.3 sz= 6.4 #808080   | Code List: IE - Not Met
x= 453.5 y= 507.3 sz= 5.6 black     | Disallow Future Date: Yes
x= 249.2 y= 529.1 sz= 7.5 black     | O N/A
x= 453.5 y= 529.5 sz= 5.6 black   B | EXC013
x=  46.5 y= 530.3 sz= 7.5 black     | 13. Have taken an investigational drug within 30 days or 5
x= 453.5 y= 536.1 sz= 5.6 black     | Format: $6
x= 249.2 y= 537.8 sz= 7.5 black     | O Yes
x=  46.5 y= 539.0 sz= 7.5 black     | half-lives, if known, (whichever is longer) prior to screening.
x= 453.5 y= 542.6 sz= 5.6 black     | Data Type: string
x= 249.2 y= 546.5 sz= 7.5 black     | O No
x= 453.5 y= 549.2 sz= 5.6 black     | Origin: CRF
x= 249.2 y= 555.2 sz= 7.5 black     | O Unspecified
x= 453.5 y= 555.7 sz= 5.6 black     | Description: EXC013
x=  46.5 y= 556.4 sz= 7.5 black     | [EXC013]
x= 453.5 y= 562.2 sz= 5.6 black     | Mandatory?: Yes
x=  46.5 y= 565.1 sz= 7.5 black     | [SAS Field Name: EXC013]
x= 253.0 y= 567.8 sz= 6.4 #808080   | Code List: IE - Not Met
x= 453.5 y= 568.7 sz= 5.6 black     | Disallow Future Date: Yes
x= 249.2 y= 590.5 sz= 7.5 black     | O N/A
x= 453.5 y= 591.0 sz= 5.6 black   B | EXC014
x=  46.5 y= 596.1 sz= 7.5 black     | 14. Have had previous exposure to SEP-380135.
x= 453.5 y= 597.6 sz= 5.6 black     | Format: $6
x= 249.2 y= 599.2 sz= 7.5 black     | O Yes
x= 453.5 y= 604.1 sz= 5.6 black     | Data Type: string
x= 249.2 y= 607.9 sz= 7.5 black     | O No
x= 453.5 y= 610.6 sz= 5.6 black     | Origin: CRF
x=  46.5 y= 613.5 sz= 7.5 black     | [EXC014]
x= 249.2 y= 616.6 sz= 7.5 black     | O Unspecified
x= 453.5 y= 617.2 sz= 5.6 black     | Description: EXC014
x=  46.5 y= 622.2 sz= 7.5 black     | [SAS Field Name: EXC014]
x= 453.5 y= 623.7 sz= 5.6 black     | Mandatory?: Yes
x= 253.0 y= 629.3 sz= 6.4 #808080   | Code List: IE - Not Met
x= 453.5 y= 630.2 sz= 5.6 black     | Disallow Future Date: Yes
x= 249.2 y= 652.0 sz= 7.5 black     | O N/A
x= 453.5 y= 652.5 sz= 5.6 black   B | EXC015
x=  46.5 y= 657.5 sz= 7.5 black     | 15. Are currently participating in another clinical trial.
x= 453.5 y= 659.0 sz= 5.6 black     | Format: $6
x= 249.2 y= 660.7 sz= 7.5 black     | O Yes
x= 453.5 y= 665.6 sz= 5.6 black     | Data Type: string
x= 249.2 y= 669.4 sz= 7.5 black     | O No
x= 453.5 y= 672.1 sz= 5.6 black     | Origin: CRF
x=  46.5 y= 674.9 sz= 7.5 black     | [EXC015]
x= 249.2 y= 678.1 sz= 7.5 black     | O Unspecified
x= 453.5 y= 678.6 sz= 5.6 black     | Description: EXC015
x=  46.5 y= 683.6 sz= 7.5 black     | [SAS Field Name: EXC015]
x= 453.5 y= 685.1 sz= 5.6 black     | Mandatory?: Yes
x= 253.0 y= 690.7 sz= 6.4 #808080   | Code List: IE - Not Met
x= 453.5 y= 691.7 sz= 5.6 black     | Disallow Future Date: Yes
x=  46.5 y= 707.2 sz= 7.5 black     | 16. Use of any new prescription, over-the-counter, or
x=  46.5 y= 715.9 sz= 7.5 black     | herbal medications or vitamin supplements including (C
x=  46.5 y= 724.6 sz= 7.5 black     | and D) or dietary supplements, eg, minerals (calcium, iron),
x=  46.5 y= 733.3 sz= 7.5 black     | amino acids, enzymes, fish oil (omega-3), probiotics within
x=  46.5 y= 742.0 sz= 7.5 black     | 14 days prior to the first dose of IMP and oral antibiotics
x= 249.2 y= 746.1 sz= 7.5 black     | O N/A
x= 453.5 y= 746.5 sz= 5.6 black   B | EXC016
x=  46.5 y= 750.7 sz= 7.5 black     | within 30 days prior to the first dose of IMP. The sponsor
x= 453.5 y= 753.1 sz= 5.6 black     | Format: $6
x= 249.2 y= 754.8 sz= 7.5 black     | O Yes
x=  46.5 y= 759.4 sz= 7.5 black     | may allow exceptions only if the medication’s
x= 453.5 y= 759.7 sz= 5.6 black     | Data Type: string
x= 249.2 y= 763.5 sz= 7.5 black     | O No
x= 453.5 y= 766.2 sz= 5.6 black     | Origin: CRF
x=  46.5 y= 768.1 sz= 7.5 black     | administration is deemed unlikely to impact the PK or PD
x= 249.2 y= 772.2 sz= 7.5 black     | O Unspecified
x= 453.5 y= 772.7 sz= 5.6 black     | Description: EXC016
x=  46.5 y= 776.8 sz= 7.5 black     | results.
x= 453.5 y= 779.2 sz= 5.6 black     | Mandatory?: Yes
x= 253.0 y= 784.8 sz= 6.4 #808080   | Code List: IE - Not Met
x= 453.5 y= 785.8 sz= 5.6 black     | Disallow Future Date: Yes
x=  36.0 y= 817.4 sz= 9.0 black     | Annotated CRF
x= 276.3 y= 817.4 sz= 9.0 black     | 117 of 238
x= 445.8 y= 817.4 sz= 9.0 black     | https://drvince.clinspark.com
