x=  33.3 y=  36.3 sz=11.4 black     | MAC186_X11_201_00001_eCRF_v1_10_form_tracker_v1_6_06Mar2025
x= 562.0 y= 426.3 sz= 6.0 black     | Systolic Blood Pressure (mmHg)
x=  44.7 y= 438.3 sz= 6.0 black     | 19
x=  56.1 y= 441.3 sz= 6.0 black     | 8 Hours Post Dose
x= 123.2 y= 441.3 sz= 6.0 black     | 1
x= 562.0 y= 441.3 sz= 6.0 black     | Diastolic Blood Pressure (mmHg)
x=  44.7 y= 453.3 sz= 6.0 black     | 20
x=  56.1 y= 456.3 sz= 6.0 black     | 8 Hours Post Dose
x= 123.2 y= 456.3 sz= 6.0 black     | 1
x= 562.0 y= 456.3 sz= 6.0 black     | Pulse Rate (beats/min)
x=  44.7 y= 468.3 sz= 6.0 black     | 21
x=  56.1 y= 471.3 sz= 6.0 black     | 8 Hours Post Dose
x= 123.2 y= 471.3 sz= 6.0 black     | 1
x= 562.0 y= 471.3 sz= 6.0 black     | SpO2
x=  44.7 y= 483.3 sz= 6.0 black     | 22
x=  56.1 y= 486.3 sz= 6.0 black     | 8 Hours Post Dose
x= 123.2 y= 486.3 sz= 6.0 black     | 2
x= 171.2 y= 486.3 sz= 6.0 black     | Vital Signs Details
x=  44.7 y= 498.2 sz= 6.0 black     | 23
x=  56.1 y= 501.2 sz= 6.0 black     | 8 Hours Post Dose
x= 123.2 y= 501.2 sz= 6.0 black     | 2
x= 562.0 y= 501.2 sz= 6.0 black     | Temperature (°C)
x=  44.7 y= 513.2 sz= 6.0 black     | 24
x=  56.1 y= 516.2 sz= 6.0 black     | 8 Hours Post Dose
x= 123.2 y= 516.2 sz= 6.0 black     | 2
x= 562.0 y= 516.2 sz= 6.0 black     | Respiratory Rate (breaths/min)
x=  44.7 y= 528.2 sz= 6.0 black     | 25
x=  56.1 y= 531.2 sz= 6.0 black     | 8 Hours Post Dose
x= 123.2 y= 531.2 sz= 6.0 black     | 2
x= 562.0 y= 531.2 sz= 6.0 black     | Systolic Blood Pressure (mmHg)
x=  44.7 y= 543.2 sz= 6.0 black     | 26
x=  56.1 y= 546.2 sz= 6.0 black     | 8 Hours Post Dose
x= 123.2 y= 546.2 sz= 6.0 black     | 2
x= 562.0 y= 546.2 sz= 6.0 black     | Diastolic Blood Pressure (mmHg)
