x=  33.3 y=  36.3 sz=11.4 black     | MAC186_X11_201_00001_eCRF_v1_10_form_tracker_v1_6_06Mar2025
x= 118.4 y= 456.6 sz= 4.8 black     | Right
x= 149.0 y= 456.6 sz= 4.8 black     | 1
x= 382.2 y= 462.0 sz= 4.8 black     | No
x= 478.1 y= 462.0 sz= 4.8 black     | No
x=  44.7 y= 472.2 sz= 4.8 black     | 16
x= 382.2 y= 473.4 sz= 4.8 black     | Yes
x= 478.1 y= 473.4 sz= 4.8 black     | Yes
x=  54.9 y= 475.8 sz= 4.8 black     | 1 Hour Post Dose
x= 118.4 y= 475.8 sz= 4.8 black     | Right
x= 149.0 y= 475.8 sz= 4.8 black     | 2
x= 382.2 y= 481.2 sz= 4.8 black     | No
x= 478.1 y= 481.2 sz= 4.8 black     | No
x=  44.7 y= 491.4 sz= 4.8 black     | 17
x= 382.2 y= 492.6 sz= 4.8 black     | Yes
x= 478.1 y= 492.6 sz= 4.8 black     | Yes
x=  54.9 y= 495.0 sz= 4.8 black     | 2 Hours Post Dose
x= 118.4 y= 495.0 sz= 4.8 black     | Left
x= 149.0 y= 495.0 sz= 4.8 black     | 1
x= 382.2 y= 500.4 sz= 4.8 black     | No
x= 478.1 y= 500.4 sz= 4.8 black     | No
x=  44.7 y= 510.6 sz= 4.8 black     | 18
x= 382.2 y= 511.8 sz= 4.8 black     | Yes
x= 478.1 y= 511.8 sz= 4.8 black     | Yes
x=  54.9 y= 514.2 sz= 4.8 black     | 2 Hours Post Dose
x= 118.4 y= 514.2 sz= 4.8 black     | Left
x= 149.0 y= 514.2 sz= 4.8 black     | 2
x= 382.2 y= 519.6 sz= 4.8 black     | No
x= 478.1 y= 519.6 sz= 4.8 black     | No
x=  44.7 y= 529.8 sz= 4.8 black     | 19
x= 382.2 y= 531.0 sz= 4.8 black     | Yes
x= 478.1 y= 531.0 sz= 4.8 black     | Yes
x=  54.9 y= 533.4 sz= 4.8 black     | 2 Hours Post Dose
x= 118.4 y= 533.4 sz= 4.8 black     | Right
x= 149.0 y= 533.4 sz= 4.8 black     | 1
x= 382.2 y= 538.8 sz= 4.8 black     | No
x= 478.1 y= 538.8 sz= 4.8 black     | No
